draw_index,ratio
964,2.4411294876024887
965,2.4411294876024887
966,1.6711159158588083
967,1.2233359958230854
968,1.2265350721563697
969,1.6711159158588083
970,1.6711159158588083
971,1.6711159158588083
972,2.386705418999842
973,1.2265350721563697
974,1.6711159158588083
975,1.6711159158588083
976,1.2233359958230854
977,1.2265350721563697
978,2.386705418999842
979,1.2233359958230854
980,1.2233359958230854
981,1.2265350721563697
982,1.2265350721563697
983,2.386705418999842
984,2.386705418999842
985,1.2265350721563697
986,1.6711159158588083
987,1.6711159158588083
988,2.386705418999842
989,1.2265350721563697
990,1.6711159158588083
991,1.6711159158588083
992,1.6711159158588083
993,2.386705418999842
994,2.386705418999842
995,1.6711159158588083
996,1.2265350721563697
997,2.386705418999842
998,2.386705418999842
999,1.2265350721563697
1000,2.386705418999842
1001,2.2933461807161843
1002,2.2933461807161843
1003,2.4411294876024887
1004,2.2933461807161843
1005,2.2933461807161843
1006,2.2933461807161843
1007,2.386705418999842
1008,2.2933461807161843
1009,2.2933461807161843
1010,2.5600897363307813
1011,2.2933461807161843
1012,2.4411294876024887
1013,2.2933461807161843
1014,2.2933461807161843
1015,2.2933461807161843
1016,2.386705418999842
1017,2.2933461807161843
1018,2.2933461807161843
1019,2.5600897363307813
1020,2.4411294876024887
1021,2.2933461807161843
1022,2.2933461807161843
1023,2.2933461807161843
1024,2.386705418999842
1025,2.2933461807161843
1026,2.2933461807161843
1027,2.5600897363307813
1028,2.4411294876024887
1029,2.4411294876024887
1030,2.4411294876024887
1031,2.4411294876024887
1032,2.4411294876024887
1033,2.4411294876024887
1034,2.5600897363307813
1035,2.2933461807161843
1036,2.2933461807161843
1037,2.386705418999842
1038,2.2933461807161843
1039,2.2933461807161843
1040,2.5600897363307813
1041,2.2933461807161843
1042,2.386705418999842
1043,2.2933461807161843
1044,2.2933461807161843
1045,2.5600897363307813
1046,2.386705418999842
1047,2.2933461807161843
1048,2.2933461807161843
1049,2.5600897363307813
1050,2.386705418999842
1051,2.386705418999842
1052,2.5600897363307813
1053,2.2933461807161843
1054,2.5600897363307813
1055,2.5600897363307813
1056,2.145921636068585
1057,2.2933461807161843
1058,2.145921636068585
1059,2.145921636068585
1060,2.145921636068585
1061,2.2933461807161843
1062,2.145921636068585
1063,2.145921636068585
1064,2.2933461807161843
1065,2.2933461807161843
1066,1.9566987372189943
1067,1.9566987372189943
1068,1.9566987372189943
1069,2.2933461807161843
1070,1.9566987372189943
1071,1.9566987372189943
1072,2.2933461807161843
1073,2.2933461807161843
1074,2.2933461807161843
1075,2.2933461807161843
1076,2.386705418999842
1077,2.2933461807161843
1078,2.2933461807161843
1079,2.4411294876024887
1080,1.6711159158588083
1081,1.2233359958230854
1082,2.2933461807161843
1083,1.0568203148873347
1084,1.2265350721563697
1085,2.2933461807161843
1086,1.6711159158588083
1087,2.2933461807161843
1088,1.6711159158588083
1089,1.6711159158588083
1090,2.2933461807161843
1091,2.2933461807161843
1092,1.2233359958230854
1093,1.2265350721563697
1094,2.2933461807161843
1095,2.2933461807161843
1096,2.2933461807161843
1097,2.386705418999842
1098,1.2265350721563697
1099,2.2933461807161843
1100,2.2933461807161843
1101,2.2933461807161843
1102,2.145921636068585
1103,2.145921636068585
1104,2.145921636068585
1105,2.2933461807161843
1106,2.145921636068585
1107,2.145921636068585
1108,2.2933461807161843
1109,2.2933461807161843
1110,2.2933461807161843
1111,2.2933461807161843
1112,2.386705418999842
1113,2.2933461807161843
1114,2.2933461807161843
1115,2.4411294876024887
1116,2.145921636068585
1117,2.145921636068585
1118,2.2933461807161843
1119,2.145921636068585
1120,2.145921636068585
1121,2.2933461807161843
1122,2.145921636068585
1123,2.2933461807161843
1124,2.145921636068585
1125,2.145921636068585
1126,2.2933461807161843
1127,2.2933461807161843
1128,2.145921636068585
1129,2.145921636068585
1130,2.2933461807161843
1131,2.2933461807161843
1132,2.2933461807161843
1133,2.386705418999842
1134,2.145921636068585
1135,2.2933461807161843
1136,2.2933461807161843
1137,2.2933461807161843
1138,2.2933461807161843
1139,2.2933461807161843
1140,2.386705418999842
1141,2.2933461807161843
1142,2.2933461807161843
1143,2.4411294876024887
1144,1.9566987372189943
1145,1.9566987372189943
1146,2.2933461807161843
1147,1.9566987372189943
1148,1.9566987372189943
1149,2.2933461807161843
1150,1.9566987372189943
1151,2.2933461807161843
1152,1.9566987372189943
1153,1.9566987372189943
1154,2.2933461807161843
1155,2.2933461807161843
1156,1.9566987372189943
1157,1.9566987372189943
1158,2.2933461807161843
1159,2.2933461807161843
1160,2.2933461807161843
1161,2.386705418999842
1162,1.9566987372189943
1163,2.2933461807161843
1164,2.2933461807161843
1165,2.2933461807161843
1166,2.2933461807161843
1167,2.386705418999842
1168,2.2933461807161843
1169,2.2933461807161843
1170,2.4411294876024887
1171,2.2933461807161843
1172,2.386705418999842
1173,2.2933461807161843
1174,2.2933461807161843
1175,2.4411294876024887
1176,2.386705418999842
1177,2.2933461807161843
1178,2.2933461807161843
1179,2.4411294876024887
1180,2.386705418999842
1181,2.386705418999842
1182,2.4411294876024887
1183,2.2933461807161843
1184,2.4411294876024887
1185,2.4411294876024887
1186,1.6711159158588083
1187,2.2933461807161843
1188,1.6711159158588083
1189,1.6711159158588083
1190,2.2933461807161843
1191,2.2933461807161843
1192,1.2233359958230854
1193,1.2265350721563697
1194,2.2933461807161843
1195,2.2933461807161843
1196,2.2933461807161843
1197,2.386705418999842
1198,1.2265350721563697
1199,2.2933461807161843
1200,2.2933461807161843
1201,2.2933461807161843
1202,1.6711159158588083
1203,1.6711159158588083
1204,2.2933461807161843
1205,2.2933461807161843
1206,2.2933461807161843
1207,2.386705418999842
1208,1.6711159158588083
1209,2.2933461807161843
1210,2.2933461807161843
1211,2.2933461807161843
1212,2.2933461807161843
1213,2.386705418999842
1214,1.2265350721563697
1215,2.2933461807161843
1216,2.2933461807161843
1217,2.2933461807161843
1218,2.386705418999842
1219,2.386705418999842
1220,2.2933461807161843
1221,2.145921636068585
1222,2.2933461807161843
1223,2.145921636068585
1224,2.145921636068585
1225,2.145921636068585
1226,2.2933461807161843
1227,2.145921636068585
1228,2.145921636068585
1229,2.2933461807161843
1230,2.2933461807161843
1231,1.9566987372189943
1232,1.9566987372189943
1233,1.9566987372189943
1234,2.2933461807161843
1235,1.9566987372189943
1236,1.9566987372189943
1237,2.2933461807161843
1238,2.2933461807161843
1239,2.2933461807161843
1240,2.2933461807161843
1241,2.386705418999842
1242,2.2933461807161843
1243,2.2933461807161843
1244,2.4411294876024887
1245,1.6711159158588083
1246,1.2233359958230854
1247,2.2933461807161843
1248,1.0568203148873347
1249,1.2265350721563697
1250,2.2933461807161843
1251,1.6711159158588083
1252,2.2933461807161843
1253,1.6711159158588083
1254,1.6711159158588083
1255,2.2933461807161843
1256,2.2933461807161843
1257,1.2233359958230854
1258,1.2265350721563697
1259,2.2933461807161843
1260,2.2933461807161843
1261,2.2933461807161843
1262,2.386705418999842
1263,1.2265350721563697
1264,2.2933461807161843
1265,2.2933461807161843
1266,2.2933461807161843
1267,2.145921636068585
1268,2.145921636068585
1269,2.145921636068585
1270,2.2933461807161843
1271,2.145921636068585
1272,2.145921636068585
1273,2.2933461807161843
1274,2.2933461807161843
1275,2.2933461807161843
1276,2.2933461807161843
1277,2.386705418999842
